#timestamp, px, py, pz, qw, qx, qy, qz, idx
1403637154788318976.0 0.9144914 -0.8050635 0.8680866 0.9968682 -0.0405125 0.0646499 -0.0208038 0
1403637154838319104.0 0.9316716 -0.8055667 0.8837394 0.9965773 -0.0407899 0.0692060 -0.0195020 0
1403637154888318976.0 0.9490807 -0.8062520 0.9034008 0.9962744 -0.0405295 0.0741577 -0.0171872 0
1403637154938319104.0 0.9640490 -0.8132802 0.9228166 0.9956670 -0.0466238 0.0791469 -0.0144636 0
1403637154988318976.0 0.9799622 -0.8154463 0.9424717 0.9955835 -0.0429282 0.0827567 -0.0110505 0
1403637155038319104.0 0.9950956 -0.8251752 0.9639721 0.9949679 -0.0410485 0.0906745 -0.0114903 0
1403637155088318976.0 1.0082436 -0.8361338 0.9861817 0.9946057 -0.0395955 0.0958111 -0.0034730 0
1403637155138319104.0 1.0244073 -0.8503589 1.0092139 0.9943094 -0.0318475 0.1016537 -0.0009491 0
1403637155188318976.0 1.0394446 -0.8654730 1.0325541 0.9937752 -0.0295752 0.1074018 0.0009710 0
1403637155238319104.0 1.0516622 -0.8796229 1.0539941 0.9934417 -0.0251671 0.1115308 0.0009799 0
1403637155288318976.0 1.0656168 -0.8984640 1.0756558 0.9929690 -0.0269880 0.1152247 0.0027144 0
1403637155338319104.0 1.0790809 -0.9158792 1.0997894 0.9926286 -0.0188925 0.1196306 0.0044813 0
1403637155388318976.0 1.0923793 -0.9351822 1.1220431 0.9921358 -0.0134697 0.1242791 0.0063180 0
1403637155438319104.0 1.1075896 -0.9520266 1.1443105 0.9911431 -0.0153251 0.1315617 0.0095972 0
1403637155488318976.0 1.1203939 -0.9630283 1.1693664 0.9903289 -0.0090634 0.1379901 0.0111863 0
1403637155538319104.0 1.1340265 -0.9776981 1.1907123 0.9894421 -0.0097954 0.1437746 0.0154019 0
1403637155588318976.0 1.1478220 -0.9877850 1.2167578 0.9884671 -0.0077330 0.1496916 0.0215751 0
1403637155638319104.0 1.1617099 -0.9960552 1.2404481 0.9877084 -0.0064926 0.1537680 0.0273000 0
1403637155688318976.0 1.1747631 -1.0017239 1.2642385 0.9867353 -0.0083049 0.1590473 0.0314397 0
1403637155738319104.0 1.1909485 -1.0077399 1.2856586 0.9856774 -0.0064598 0.1644662 0.0367328 0
1403637155788318976.0 1.2060518 -1.0105491 1.3100529 0.9842248 -0.0077183 0.1714035 0.0431580 0
1403637155838319104.0 1.2234817 -1.0104563 1.3317282 0.9825804 -0.0038874 0.1792203 0.0489979 0
1403637155888318976.0 1.2404590 -1.0095861 1.3547620 0.9804677 -0.0104064 0.1895834 0.0513126 0
1403637155938319104.0 1.2584040 -1.0102272 1.3732095 0.9785320 -0.0106389 0.1979509 0.0563693 0
1403637155988318976.0 1.2793821 -1.0095649 1.3979360 0.9758373 -0.0094163 0.2100793 0.0593253 0
1403637156038319104.0 1.3005505 -1.0063688 1.4168419 0.9731272 -0.0095711 0.2203095 0.0662983 0
1403637156088318976.0 1.3212889 -1.0058718 1.4365311 0.9702358 -0.0068656 0.2311651 0.0718196 0
1403637156138319104.0 1.3434870 -1.0024841 1.4551309 0.9668635 -0.0045427 0.2435269 0.0764788 0
1403637156188318976.0 1.3648411 -0.9992381 1.4730436 0.9639066 -0.0014224 0.2531046 0.0825849 0
1403637156238319104.0 1.3907917 -0.9979235 1.4898940 0.9597585 0.0013116 0.2665415 0.0884170 0
1403637156288318976.0 1.4139469 -0.9975470 1.5053959 0.9558926 0.0015808 0.2787690 0.0924925 0
1403637156338319104.0 1.4432938 -0.9933842 1.5226419 0.9514337 0.0022598 0.2913710 0.0993569 0
1403637156388318976.0 1.4713955 -0.9890023 1.5352579 0.9467548 0.0033371 0.3051151 0.1027085 0
1403637156438319104.0 1.4971418 -0.9879324 1.5482992 0.9418681 0.0038502 0.3168585 0.1116712 0
1403637156488318976.0 1.5298755 -0.9830414 1.5508767 0.9369451 0.0027331 0.3309408 0.1122707 0
1403637156538319104.0 1.5639716 -0.9781767 1.5596998 0.9322945 0.0077655 0.3425520 0.1158653 0
1403637156588318976.0 1.5934098 -0.9722469 1.5687332 0.9266925 0.0055254 0.3555763 0.1215566 0
1403637156638319104.0 1.6296329 -0.9613660 1.5749201 0.9218382 0.0074613 0.3678737 0.1217685 0
1403637156688318976.0 1.6617130 -0.9561369 1.5814627 0.9159768 0.0064663 0.3811514 0.1251729 0
1403637156738319104.0 1.6934880 -0.9468093 1.5897844 0.9110704 0.0086575 0.3923598 0.1262121 0
1403637156788318976.0 1.7293942 -0.9356595 1.5925474 0.9060482 0.0022381 0.4032752 0.1282221 0
1403637156838319104.0 1.7615259 -0.9235229 1.5960503 0.9023797 0.0027117 0.4121326 0.1258979 0
1403637156888318976.0 1.7936660 -0.9051405 1.6001074 0.8990085 -0.0027150 0.4186016 0.1286428 0
1403637156938319104.0 1.8335812 -0.8915286 1.6028160 0.8960363 -0.0077175 0.4262853 0.1238551 0
1403637156988318976.0 1.8650837 -0.8730270 1.6062993 0.8947645 -0.0107994 0.4277260 0.1277901 0
1403637157038319104.0 1.9046240 -0.8479226 1.6142498 0.8928154 -0.0128615 0.4322263 0.1260780 0
1403637157088318976.0 1.9382231 -0.8347405 1.6189352 0.8914152 -0.0170230 0.4337312 0.1302555 0
1403637157138319104.0 1.9745334 -0.8182698 1.6213164 0.8917465 -0.0150658 0.4335487 0.1288281 0
1403637157188318976.0 2.0131617 -0.8006755 1.6295673 0.8912632 -0.0174678 0.4330395 0.1334970 0
1403637157238319104.0 2.0478754 -0.7891691 1.6309797 0.8910534 -0.0146233 0.4334162 0.1340162 0
1403637157288318976.0 2.0867665 -0.7806351 1.6296901 0.8918789 -0.0138548 0.4309777 0.1364492 0
1403637157338319104.0 2.1227970 -0.7669604 1.6356502 0.8918520 -0.0143392 0.4301175 0.1392603 0
1403637157388318976.0 2.1619432 -0.7618761 1.6381133 0.8927655 -0.0088089 0.4276550 0.1414333 0
1403637157438319104.0 2.2018542 -0.7581969 1.6347764 0.8932626 -0.0098806 0.4252380 0.1454548 0
1403637157488318976.0 2.2408385 -0.7520111 1.6355997 0.8941115 -0.0095418 0.4223252 0.1487109 0
1403637157538319104.0 2.2786567 -0.7486141 1.6344986 0.8947279 -0.0061702 0.4203580 0.1507418 0
1403637157588318976.0 2.3261919 -0.7518402 1.6254172 0.8953757 -0.0044102 0.4188921 0.1510380 0
1403637157638319104.0 2.3660934 -0.7494681 1.6209785 0.8961582 -0.0062649 0.4164873 0.1529692 0
1403637157688318976.0 2.4126134 -0.7495981 1.6125823 0.8968844 -0.0052097 0.4156154 0.1511128 0
1403637157738319104.0 2.4609346 -0.7558711 1.6044841 0.8977293 -0.0054800 0.4137058 0.1513261 0
1403637157788318976.0 2.5096831 -0.7558293 1.5943900 0.8973995 0.0000660 0.4157497 0.1477373 0
1403637157838319104.0 2.5585709 -0.7622597 1.5881531 0.8981369 -0.0005519 0.4154913 0.1439328 0
1403637157888318976.0 2.6107965 -0.7659405 1.5688424 0.8983872 0.0028664 0.4157518 0.1415719 0
1403637157938319104.0 2.6638246 -0.7611467 1.5595652 0.8984528 0.0035660 0.4176405 0.1354480 0
1403637157988318976.0 2.7130802 -0.7633827 1.5470606 0.8982728 0.0033213 0.4192989 0.1314660 0
1403637158038319104.0 2.7677047 -0.7564170 1.5314003 0.8986184 0.0027506 0.4213400 0.1222705 0
1403637158088318976.0 2.8188550 -0.7556874 1.5201360 0.8981410 0.0033313 0.4220781 0.1232139 0
1403637158138319104.0 2.8693638 -0.7482927 1.5056611 0.8984826 0.0046928 0.4227217 0.1183782 0
1403637158188318976.0 2.9265261 -0.7531573 1.4789073 0.8981889 0.0033437 0.4238627 0.1165592 0
1403637158238319104.0 2.9801714 -0.7564087 1.4609587 0.8974904 0.0062456 0.4242242 0.1204396 0
1403637158288318976.0 3.0299306 -0.7592690 1.4420367 0.8969806 0.0027720 0.4260070 0.1180516 0
1403637158338319104.0 3.0813401 -0.7578856 1.4218290 0.8946943 0.0060757 0.4309720 0.1172532 0
1403637158388318976.0 3.1294498 -0.7624301 1.4035933 0.8927396 0.0078647 0.4334851 0.1226574 0
1403637158438319104.0 3.1817789 -0.7678163 1.3838642 0.8888486 0.0075725 0.4416418 0.1218332 0
1403637158488318976.0 3.2401967 -0.7632306 1.3546518 0.8857006 0.0076996 0.4454845 0.1304554 0
1403637158538319104.0 3.2956223 -0.7695724 1.3336638 0.8807923 0.0135627 0.4540713 0.1335676 0
1403637158588318976.0 3.3459430 -0.7668403 1.3112104 0.8765623 0.0144648 0.4599882 0.1408551 0
1403637158638319104.0 3.3967080 -0.7609946 1.2868026 0.8699676 0.0152404 0.4700577 0.1482224 0
1403637158688318976.0 3.4456847 -0.7545176 1.2634726 0.8646588 0.0196026 0.4782456 0.1525187 0
1403637158738319104.0 3.4987574 -0.7395496 1.2346063 0.8579665 0.0176476 0.4890668 0.1561913 0
1403637158788318976.0 3.5456710 -0.7340070 1.2104082 0.8535353 0.0182445 0.4955689 0.1598628 0
1403637158838319104.0 3.5927410 -0.7249081 1.1811336 0.8479052 0.0107677 0.5046124 0.1621950 0
1403637158888318976.0 3.6394720 -0.7094309 1.1549339 0.8442322 0.0119968 0.5092707 0.1666474 0
1403637158938319104.0 3.6898403 -0.7003915 1.1243489 0.8400297 0.0085320 0.5176598 0.1621899 0
1403637158988318976.0 3.7366352 -0.6845901 1.0953269 0.8370752 0.0033389 0.5216848 0.1647386 0
1403637159038319104.0 3.7842376 -0.6778911 1.0664111 0.8353662 -0.0014270 0.5251402 0.1624472 0
1403637159088318976.0 3.8333759 -0.6719962 1.0328289 0.8339617 0.0003688 0.5264947 0.1652606 0
1403637159138319104.0 3.8851600 -0.6632210 0.9970977 0.8328725 0.0015739 0.5283188 0.1649249 0
1403637159188318976.0 3.9358957 -0.6553246 0.9641824 0.8322202 0.0017759 0.5288459 0.1665184 0
1403637159238319104.0 3.9849536 -0.6467372 0.9309683 0.8321336 0.0039311 0.5274693 0.1712146 0
1403637159288318976.0 4.0413904 -0.6417711 0.8943021 0.8324378 0.0059185 0.5265976 0.1723580 0
1403637159338319104.0 4.0886745 -0.6249304 0.8670651 0.8323031 0.0065467 0.5258174 0.1753420 0
1403637159388318976.0 4.1394739 -0.6108345 0.8315160 0.8329868 0.0079762 0.5245234 0.1759108 0
1403637159438319104.0 4.1893649 -0.5949802 0.7978376 0.8335031 0.0088416 0.5244028 0.1737705 0
1403637159488318976.0 4.2419147 -0.5812004 0.7592027 0.8346524 0.0088749 0.5217860 0.1761134 0
1403637159538319104.0 4.2958317 -0.5591144 0.7244520 0.8351778 0.0026633 0.5235590 0.1683952 0
1403637159588318976.0 4.3445740 -0.5404140 0.6877031 0.8358580 0.0013281 0.5217866 0.1705234 0
1403637159638319104.0 4.3973842 -0.5198969 0.6515794 0.8364790 -0.0030850 0.5232617 0.1627591 0
1403637159688318976.0 4.4493966 -0.5034078 0.6155833 0.8359884 -0.0001065 0.5246428 0.1608514 0
1403637159738319104.0 4.5021992 -0.4898111 0.5794564 0.8369521 -0.0055674 0.5241654 0.1572602 0
1403637159788318976.0 4.5531321 -0.4733071 0.5441518 0.8375481 -0.0090875 0.5230528 0.1576272 0
1403637159838319104.0 4.6055121 -0.4604059 0.5081344 0.8361133 -0.0100884 0.5258219 0.1559616 0
1403637159888318976.0 4.6613560 -0.4514171 0.4737766 0.8333029 -0.0104998 0.5313284 0.1522707 0
1403637159938319104.0 4.7137399 -0.4410618 0.4386387 0.8310089 -0.0095778 0.5337979 0.1561806 0
1403637159988318976.0 4.7691498 -0.4299172 0.4050871 0.8256963 -0.0120845 0.5412693 0.1584521 0
1403637160038319104.0 4.8226671 -0.4192145 0.3710783 0.8206279 -0.0042237 0.5487506 0.1594516 0
1403637160088318976.0 4.8761864 -0.4076046 0.3372157 0.8146074 -0.0000994 0.5560623 0.1649527 0
1403637160138319104.0 4.9339361 -0.3963463 0.3043979 0.8066636 0.0033557 0.5663890 0.1687784 0
1403637160188318976.0 4.9882007 -0.3804612 0.2713760 0.7992099 0.0046989 0.5765833 0.1696853 0
1403637160238319104.0 5.0440702 -0.3674405 0.2373339 0.7911771 0.0084639 0.5872161 0.1707175 0
1403637160288318976.0 5.1003165 -0.3513415 0.2039669 0.7816004 0.0104630 0.5983713 0.1759071 0
1403637160338319104.0 5.1560745 -0.3362112 0.1700782 0.7710453 0.0088874 0.6109257 0.1793878 0
1403637160388318976.0 5.2088399 -0.3198295 0.1362340 0.7615404 0.0115537 0.6207263 0.1860686 0
1403637160438319104.0 5.2624483 -0.3009728 0.1042142 0.7493358 0.0075418 0.6350665 0.1874284 0
1403637160488318976.0 5.3157892 -0.2797139 0.0717376 0.7378594 0.0042731 0.6474965 0.1905084 0
1403637160538319104.0 5.3660169 -0.2595243 0.0391503 0.7248247 0.0049216 0.6616578 0.1918696 0
1403637160588318976.0 5.4179430 -0.2394114 0.0098135 0.7132466 0.0027923 0.6723894 0.1978990 0
1403637160638319104.0 5.4690671 -0.2196749 -0.0206527 0.7001621 -0.0022107 0.6857619 0.1987431 0
1403637160688318976.0 5.5193615 -0.1984710 -0.0483775 0.6912385 -0.0024432 0.6927398 0.2056573 0
1403637160738319104.0 5.5726285 -0.1734577 -0.0776062 0.6818780 -0.0103079 0.7007709 0.2094189 0
1403637160788318976.0 5.6234350 -0.1589110 -0.1061342 0.6743081 -0.0121624 0.7079233 0.2097744 0
1403637160838319104.0 5.6724405 -0.1403636 -0.1322214 0.6681935 -0.0083946 0.7121831 0.2150397 0
1403637160888318976.0 5.7241039 -0.1310651 -0.1568126 0.6624259 -0.0127223 0.7168431 0.2171776 0
1403637160938319104.0 5.7766438 -0.1175895 -0.1814911 0.6590732 -0.0151552 0.7182385 0.2225451 0
1403637160988318976.0 5.8276014 -0.1093338 -0.2057996 0.6558025 -0.0130598 0.7214938 0.2218090 0
1403637161038319104.0 5.8805876 -0.1081706 -0.2362401 0.6540114 -0.0082025 0.7216641 0.2267215 0
1403637161088318976.0 5.9321671 -0.1095862 -0.2651595 0.6527844 -0.0041093 0.7215803 0.2306025 0
1403637161138319104.0 5.9866343 -0.1105857 -0.2964811 0.6503682 -0.0041415 0.7217718 0.2367479 0
1403637161188318976.0 6.0436435 -0.1116347 -0.3267402 0.6509280 0.0057381 0.7190329 0.2434164 0
1403637161238319104.0 6.0985794 -0.1182857 -0.3605495 0.6508703 0.0146979 0.7194285 0.2420215 0
1403637161288318976.0 6.1549015 -0.1277927 -0.3963426 0.6497166 0.0246670 0.7187172 0.2463848 0
1403637161338319104.0 6.2104244 -0.1322037 -0.4329129 0.6501574 0.0248597 0.7174407 0.2489102 0
1403637161388318976.0 6.2634897 -0.1401126 -0.4700238 0.6495281 0.0274195 0.7188530 0.2461946 0
1403637161438319104.0 6.3153639 -0.1529120 -0.5113441 0.6476077 0.0244773 0.7219952 0.2423386 0
1403637161488318976.0 6.3689775 -0.1611276 -0.5520706 0.6450909 0.0257875 0.7238619 0.2433448 0
1403637161538319104.0 6.4223294 -0.1707209 -0.5936296 0.6412858 0.0196035 0.7286096 0.2397838 0
1403637161588318976.0 6.4736004 -0.1768656 -0.6351408 0.6369371 0.0177697 0.7316180 0.2423437 0
1403637161638319104.0 6.5229139 -0.1868091 -0.6791435 0.6313936 0.0153421 0.7368713 0.2410961 0
1403637161688318976.0 6.5734816 -0.1898112 -0.7211402 0.6274593 0.0164377 0.7410612 0.2384385 0
1403637161738319104.0 6.6242075 -0.1972210 -0.7684385 0.6214907 0.0180122 0.7476013 0.2334892 0
1403637161788318976.0 6.6762753 -0.2000433 -0.8099821 0.6170826 0.0208314 0.7543619 0.2229644 0
1403637161838319104.0 6.7242699 -0.2066959 -0.8548959 0.6118947 0.0247570 0.7594846 0.2194424 0
1403637161888318976.0 6.7720752 -0.2058796 -0.8989689 0.6075807 0.0274089 0.7663453 0.2069045 0
1403637161938319104.0 6.8157673 -0.2041047 -0.9444264 0.6036127 0.0329198 0.7703209 0.2029133 0
1403637161988318976.0 6.8578396 -0.2035464 -0.9901791 0.6001329 0.0354052 0.7753161 0.1935765 0
1403637162038319104.0 6.8992004 -0.1981117 -1.0335934 0.5965174 0.0402396 0.7794272 0.1871925 0
1403637162088318976.0 6.9361930 -0.1942818 -1.0744640 0.5941015 0.0392086 0.7811797 0.1877884 0
1403637162138319104.0 6.9689522 -0.1895479 -1.1112376 0.5928150 0.0450727 0.7825756 0.1847006 0
1403637162188318976.0 6.9982495 -0.1798050 -1.1481309 0.5907019 0.0478538 0.7827676 0.1898845 0
